ID, name, author, year
5253, Software-Qualit T, Dirk W. Hoffmann, 2009
5254, Designing Embedded Communications Software, T. Sridar; T. Sridar, 2003
5255, Relating Software Requirements And Architectures, Paris Avgeriou; John Grundy; Jon G. Hall, 2011
5256, Software Solutions for Engineers and Scientists, Julio Sanchez; Maria P. Canton, 2007
5257, The Roi from Software Quality, Khaled El Emam, 2005
5258, Design Principles for Interactive Software, Gilbert Cockton, 1996
5259, Free Software for Dummies, Mary Leete, 2005
5260, Software Testing and Quality Assurance, Sagar Naik; Piyu Tripathy, 2008
5261, Basics of Software Engineering Experimentation, Natalia Juristo; Ana M. Moreno, 2001
5262, A Software Engineering Approach to LabVIEW, Jon Conway, 2003
5263, Software Evolution with UML and XML, Hongji Yang, 2004
5264, A Beginners Guide to Software Deployment, Dennis Bernhard Waldon, 2012
5265, Introduction to Software Project Management, Adolfo Villafiorita, 2014
5266, Adopting Open Source Software, Brian Fitzgerald; Jay P Kesan; Barbara Russo, 2011
5267, Developing Software To Government Standards, William H. Roetzheim, 1990
5268, Software Safety Reliability, Debra S. Herrmann, 2000
5269, Software Engineer, R.J. Bailey,
5270, Software Project Management for Small to Medium Sized Projects, John J. Rakos, 1990
5271, Software Configuration Management: Coordination for Team Productivity, Wayne A. Babich, 1986
5272, Flexible+ Reliable Software: Using Patterns and Agile Development, Henrik B. Christensen, 2010
5273, Soft Skills F+â +R Software Entwickler, Uwe Vigenschow; Björn Schneider; Uwe Vigenshow, 2007
5274, Measures for Excellence: Reliable Software on Time+ Within Budget, Lawrence H. Putnam, 1991
5275, Software Testing: An ISTQB-ISEB Foundation Guide, Geoff Thompson; Peter Williams; Brian Hambling, 2010
5276, Object-Oriented Software Design and Construction with Java, Dennis Kafura, 1999
5277, Itil V3 Guide to Software Asset Management Book, The Stationery Office, 2009
5278, A Practical Guide to Software Licensing for Licensees and Licensors, H. Ward Classen, 2014
5279, Software Ecosystem: Understanding an Indispensable Technology and Industry, David G. Messerschmitt; Clemens Szyperski, 2003
5280, User Interface Design: A Software Engineering Perspective, Soren Lauesen, 2004
5281, A Brief Introduction to Software Development and Quality Assurance Management, Steven C. Shaffer, 2013
5282, Simulation Modeling and Analysis [with Expertfit Software], Averill M. Law, 1982
5283, The Business Value of Agile Software Methods: Maximizing ROI with Just-in-Time Processes and Documentation, David F. Rico; Hasan H. Sayani; Saya Sone, 2009
5284, Realism in Vue - Special Edition, e-on software Dax Pandhi, 2011
5285, Data Structures and Software Development in an Object Oriented Domain [With CDROM], Jean-Paul Tremblay, 2001
5286, Enterprise 2.0: How Social Software Will Change the Future of Work, Niall Cook, 2008
5287, Interaction Design for Complex Problem Solving: Developing Useful and Usable Software, Barbara Mirel, 2003
5288, Design - Build - Run: Applied Practices and Principles for Production-Ready Software Development, Dave Ingram, 2009
5289, JUNOS Enterprise Routing: A Practical Guide to JUNOS Software and Enterprise Certification, Doug Marschke; Harry Reynolds, 2008
5290, Hardware/Software Co-Design for Data Flow Dominated Embedded Systems, Ralf Niemann; Peter Marwedel, 1998
5291, The Handbook of Astronomical Image Processing (Includes AIP4WIN Software) [Book with CD-ROM], Richard Berry; James Burnell, 2000
5292, iPhone: The Missing Manual: Covers iPhone 4 &amp; All Other Models with iOS 4 Software, David Pogue, 2010
5293, Discrete Mathematics: An Introduction for Software Engineers, Mike Piff, 1991
5294, Java Software Solutions+ AP Version, John   Lewis; William Loftus; Cara Cocking, 2011
5295, Software-Architektur: Grundlagen - Konzepte - Praxis, Oliver Vogel, 2005
5296, Metodos Numericos Aplicados Con Software, Shoichiro Nakamura, 1998
5297, Free/Open Source Software Development, Stefan Koch, 2004
5298, Embedded Systems Hardware for Software Engineers, Ed Lipiansky, 2011
5299, Open Source Software Law [With CDROM], Rod   Dixon, 2003
5300, Software Engineering for Real-Time Systems, Jim Cooling, 2002
5301, Software Testing: Interview Questions [With CDROM], S. Koirala; S. Sheikh, 2008
5302, Strategic Software Engineering: An Interdisciplinary Approach, Fadi P. Deek; James A.M. McHugh, 2005
5303, Software Architecture Fundamentals Part 1, Neal Ford; Mark Richards, 2014
5304, Foundation Of Software Testing: ISTQB Certification, Graham Saxby; DOROTHY., 2012
5305, The Software Development Lifecycle - A Complete Guide, Richard Murch, 2012
5306, Readings in Hardware/Software Co-Design, Giovanni de Micheli; Rolf Ernst, 2001
5307, Managing Stakeholders in Software Development Projects, John   McManus, 2004
5308, Software Validation+ Verification+ Testing+ And Documentation, Stephen J. Andriole,
5309, Field Methods for Software and Sytems Design, Judith Ramey; Dennis Wixon, 1996
5310, The Idealware Field Guide to Software for Nonprofits, Idealware, 2012
5311, Non-Functional Requirements in Software Engineering, Lawrence Chung, 1999
5312, Large-Scale Agile Software Development, Ron Crocker, 2004
5313, Applied Software Product Line Engineering, Kyo C. Kang; Vijayan Sugumaran, 2009
5314, Software: Applicazioni Crm+ Estensioni Software+ Gestione del Software+ Ingegneria del Software+ Librerie Software+ Produttori Software, Fonte Wikipedia,
5315, Software: Applicazioni Crm+ Estensioni Software+ Gestione del Software+ Ingegneria del Software+ Librerie Software+ Produttori Software, Fonte Wikipedia,
5316, Software Scientifico: Software CAD+ Software GIS+ Software Libero Scientifico+ Software Medicale+ Software Per Base Dati, Fonte Wikipedia,
5317, Speed+ Data+ and Ecosystems: Excelling in a Software-Driven World, Jan Bosch,
5318, It Starts with an Idea: How a little software company competed against the big software gorillas by turning an idea into practical software, Jan McCleery, 2015
5319, Software Cost Estimation+ Benchmarking+ and Risk Assessment: The Software Decision-Makers&#39; Guide to Predictable Software Development, Adam Trendowicz, 2012
5320, Software Configuration Management Strategies and IBM Rational Clearcase: A Practical Introduction, David E. Bellagio, 2005
5321, Langlebige Software-Architekturen: Technische Schulden analysieren+ begrenzen und abbauen, Carola Lilienthal, 2015
5322, Moderne Software-Architektur: Umsichtig planen+ robust bauen mit Quasar, Johannes Siedersleben,
5323, The Digital Renaissance: Old Master Techniques for New Painting Software, Carlyn Beccia, 2013
5324, If I Only Changed the Software+ Why Is the Phone on Fire?: Embedded Debugging Methods Revealed: Technical Mysteries for Engineers, Lisa K. Simone, 2007
5325, Lehrbuch Der Software-Technik+ Bd. 1: Software-Entwicklung+ Inkl. 2 CD-ROMs, Helmut Balzert,
5326, Software Estimation Best Practices+ Tools+  Techniques: A Complete Guide for Software Project Estimators, Murali K. Chemuturi, 2009
5327, Practical Support for Lean Six SIGMA Software Process Definition: Using IEEE Software Engineering Standards, Susan K. Land; Douglas B. Smith; John W. Walz, 2008
5328, Surprise! Now You&#39;re a Software Project Manager, Bas De Baar, 2006
5329, Project-Based Software Engineering: An Object-Oriented Approach, Evelyn Stiller; Cathie LeBlanc, 2001
5330, Software Radio: A Modern Approach to Radio Engineering, Jeffrey H. Reed; Brian D. Woerner, 2002
5331, Patterns for Performance and Operability: Building and Testing Enterprise Software, Chris Ford; Sanjiv Purba, 2007
5332, MIS Cases: Decision Making Wih Application Software, M. Lisa Miller, 2002
5333, Yet Another SE, Simon Saha,
5334, Métodos Ágeis para Desenvolvimento de Software, Rafael Prikladnicki; Renato Willi; Fabiano Milani, 2014
5335, Modeling Software with Finite State Machines: A Practical Approach, Ferdinand Wagner, 2006
5336, Leadership+ Teamwork+ and Trust: Building a Competitive Software Capability, Watts S. Humphrey; James W. Over, 2010
5337, Thai for Beginners: The Ultimate Thai Language Software, Paiboon Publishing, 2003
5338, Cody&#39;s Data Cleaning Techniques Using SAS Software, Ronald P. Cody, 1999
5339, Software Extension to A Guide to the Project Management Body of Knowledge (PMBOK® Guide) Fifth Edition, Project Management Institute; Institute of Electrical and Electronics Engineers, 2013
5340, iPhone: The Missing Manual: Covers All Models with 3.0 Software-including the iPhone 3GS, David Pogue, 2009
5341, Under the Radar: How Red Hat Changed the Software Business and Took Microsoft by Surprise, Robert &#39;Bob&#39; Young; Wendy Goldman Rohm, 1999
5342, Agile Project Management QuickStart Guide: A Simplified Beginners Guide To Agile Project Management, Ed Stark; Agile Project Management; Agile, 2014
5343, SAFe 4.5 Distilled: Applying the Scaled Agile Framework for Lean Software and Systems Engineering, Richard Knaster; Dean Leffingwell,
5344, Making Process Improvement Work: A Concise Action Guide for Software Managers and Practitioners, Neil S. Potter, 2002
5345, UML Components: A Simple Process for Specifying Component-Based Software, John Cheesman; John Daniels, 2000
5346, The Economics of Iterative Software Development: Steering Toward Better Business Results, Walker Royce; Kurt Bittner; Michael Perrow, 2009
5347, Introduction to Software Engineering Design: Processes+ Principles+ and Patterns with UML2, Christopher    Fox, 2006
5348, 10 PRINT CHR$(205.5+RND(1)); : GOTO 10, Nick Montfort; Patsy Baudoin; John Bell, 2012
5349, Earth Sciences Software: Earth Sciences Graphics Software+ Environmental Science Software+ GIS Software+ Integrated Hydrologic Modelling, Books Group, 2010
5350, The Art of Software Security Testing: Identifying Software Security Flaws, Chris Wysopal; Lucas Nelson; Elfriede Dustin, 2006
5351, Advanced Use Case Modeling: Software Systems: Software Systems v. 1, Frank Armour; Granville Miller, 2000
5352, Methodologies and Software Engineering for Agent Systems: The Agent-Oriented Software Engineering Handbook, Federico Bergenti, 2004
5353, Cleanroom Software Engineering Practices, Shirley A. Becker; James A. Whittaker, 1997
5354, Software Engineering Theory And Practice: And How To Break Software+ A Practical Guide To Testing, Shari Lawrence Pfleeger,
5355, Fundamentals Of Software Engineering: And How To Break Software A Practical Guide To Testing, Carlo Ghezzi,
5356, Software Maintenance &amp; Software Development, Margorie Broome, 2012
5357, The Patentability of Software: Software as Mathematics, Anton Hughes,
5358, Red Hat Installation Guide, Red Hat Software Inc.; Inc. Red Hat Software,
5359, Osf/Motif Style Guide: Revision 1. 2, Open Software Foundation, 1992
5360, Quicken Willmaker Plus 2017 Edition: Book &amp; Software Kit, Editors of Nolo,
5361, Blender Book: Free 3D Graphics Software for the Web and Video, Carsten Wartmann, 2000
5362, Virtual Humans: A Build-It-Yourself Kit+ Complete with Software and Step-by-Step Instructions, Peter M. Plantec, 2003
5363, Digital Signage: Software+ Networks+ Advertising+ and Displays: A Primer for Understanding the Business, Jimmy Schaeffler, 2008
5364, Quicken WillMaker Plus 2014 Edition: Book &amp; Software Kit, Editors of Nolo, 2010
5365, Translation and Localisation in Video Games: Making Entertainment Software Global, Miguel Á. Bernal-Merino, 2014
5366, Next-Generation Business Intelligence Software with Silverlight 3, Bart Czernicki, 2009
5367, Visual Sourcesafe 2005 Software Configuration Management in Practice, Alexandru Serban, 2007
5368, Software Design Methods for Concurrent and Real-Time Systems, Hassan Gomaa, 1993
5369, High Quality Low Cost Software Inspections, Ronald A. Radice, 2004
5370, Software Psychology: Human Factors in Computer and Information Systems, Ben Shneiderman, 1980
5371, Reuse Based Software Engineering: Techniques+ Organizations+ and Measurement, Hafedh Mili; Sherif Yacoub, 2001
5372, Software Process Improvement: Practical Guidelines for Business Success, Sami Zahran, 1998
5373, Systems and Software Verification: Model-Checking Techniques and Tools, B. Berard; M. Bidoit, 2001
5374, Automotive Software Engineering: Principles+ Processes+ Methods+ and Tools, Jorg Schauffele, 2005
5375, Linux Network Toolkit [With Includes Samba Software], Paul G. Sery, 1998
5376, Reuse Based Software Engineering: Techniques+ Organizations+ and Measurement, Hafedh Mili; Sherif Yacoub, 2001
5377, The Tech Contracts Handbook: Cloud Computing Agreements+ Software Licenses+ and Other IT Contracts for Lawyers and Businesspeople, David W. Tollen, 2010
5378, Writing Mobile Code: Essential Software Engineering for Building Mobile Applications: Essential Software Engineering for Building Mobile Applications, Ivo Salmre, 2005
5379, Risk Management in Software Development Projects, John  McManus, 2003
5380, Right Writer: Grammar Correction Software, Elite Minds Inc.,
5381, Free Software and Online Utilities for Writers, Brad Smith, 2012
5382, Software Project Dynamics: An Integrated Approach, Tarek Abdel-Hamid; Stuart Madnick, 1991
5383, Spiritual Sex: Tantric Software for Love, Nik Douglas, 2012
5384, Practical Guide to Software Quality Management, John Horch, 1996
5385, Framework Based Software Development in C++, Gregory F. Rogers, 1997
5386, Developing C++ Software+ 2nd Edition, Russel L. Winder, 1993
5387, The Engineering of Software: A Technical Guide for the Individual, Dick Hamlet, 2000
5388, Designing Artificial Intelligence Based Software, Ali Bahrami,
5389, Knowledge Management and Km Software Package, Avelino Gonzalez; Avelino Gonzalez, 2003
5390, Static Analysis of Software: The Abstract Interpretation, Jean-Louis Boulanger, 2011
5391, In the Beginning: Personal Recollections of Software Pioneers, Robert L. Glass, 1997
5392, Software Development: An Open Source Approach, Allen B. Tucker Jr.; Ralph Morelli; Chamindra de Silva, 2011
5393, Making The Most Of Myob Business Software, Veechi Curtis, 2004
5394, Managing the Development of Software-Intensive Systems, James   McDonald, 2010
