ID, name, author, year
6517, Transforming systems for parental depression and early childhood developmental delays : findings and lessons learned from the helping families raise healthy children initiative, , 2013
6518, Choosing a new organization for management and disposition of commercial and defense high-level radioactive materials, Davis+ Lynn E., 2012
6519, Becoming Muslim in Imperial Russia : conversion+ apostasy+ and literacy, Kefeli+ Agnès, 2014
6520, Climate change as a threat to peace : impacts on cultural heritage and cultural diversity, , 2015
6521, Suicide postvention in the Department of Defense : evidence+ policies and procedures+ and perspectives of loss survivors, Ramchand+ Rajeev, 2015
6522, Making the white man's West : whiteness and the creation of the American West, Pierce+ Jason, 2016
6523, Tweets from the campaign trail : researching candidates' use of Twitter during the European parliamentary elections, , 2016
6524, Social Theory after the Internet : Media+ Technology+ and Globalization, Schroeder+ Ralph, 2018
6525, Kooperative Informationsinfrastrukturen als Chance und Herausforderung : Festschrift für Thomas Bürger zum 65. Geburtstag, , 2018
6526, Urban recycling and the search for sustainable community development, Weinberg+ Adam S., ©2000
6527, Lending credibility : the International Monetary Fund and the post-communist transition, Stone+ Randall W., ©2002
6528, Food safety : contaminants and toxins, , ©2003
6529, Ella Baker and the Black freedom movement : a radical democratic vision, Ransby+ Barbara, 2003
6530, The dictionary of alternatives : utopianism and organisation, Parker+ Martin, ©2007
6531, Unequal childhoods : class+ race+ and family life, Lareau+ Annette, 2011
6532, Economic Geography and Public Policy., Baldwin+ Richard, 2011
6533, The oil curse : how petroleum wealth shapes the development of nations, Ross+ Michael Lewin, ©2012
6534, War! what is it good for? : Black freedom struggles and the U.S. military from World War II to Iraq, Phillips+ Kimberley L., ©2012
6535, Sustainable renovation : strategies for commercial building systems and envelope, Gelfand+ Lisa, ©2012
6536, Getting Somalia Wrong? : Faith+ War and Hope in a Shattered State, Harper+ Mary, ©2012
6537, To repair the world : Paul Farmer speaks to the next generation, Farmer+ Paul, 2013
6538, Rational ritual : culture+ coordination+ and common knowledge, Chwe+ Michael Suk-Young, 2013
6539, Fresh fruit+ broken bodies : migrant farmworkers in the United States, Holmes+ Seth M., 2013
6540, Colonial culture in France since the revolution, , 2013
6541, Leftover Women : the Resurgence of Gender Inequality in China, Hong Fincher+ Leta, 2014
6542, The Age of the Democratic Revolution : a Political History of Europe and America+ 1760-1800., Palmer+ R. R., 2014
6543, Feminism and Men, Gaag+ Nikki van der, ©2014
6544, The SAGE handbook of feminist theory, , 2014
6545, Investigative electrocardiography in epidemiological studies and clinical trials, Rautaharju+ P., ©2007
6546, The growth hormone/insulin-like growth factor axis during development, , ©2005
6547, Imaging in oncology, , 2008
6548, Duvernoy's atlas of the human brain stem and cerebellum : high-field MRI : surface anatomy+ internal structure+ vascularization and 3D sectional anatomy, , ©2009
6549, Nuclear power and energy security, , ©2010
6550, Molecular basis for therapy of AIDS-defining cancers, , ©2010
6551, Making history, Roberts+ Paul, 2001
6552, New technologies in radiation oncology, , ©2006
6553, Small satellite missions for Earth observation : new developments and trends, , ©2010
6554, A brief history of death, Davies+ Douglas James, 2005
6555, A comparison of the bayesian and frequentist approaches to estimation, Samaniego+ Francisco J., ©2010
6556, An irregular mind : Szemerédi is 70, , 2010
6557, Modern hip resurfacing, , ©2009
6558, The digital public domain : foundations for an open culture, , ©2012
6559, Mr. Peabody & Sherman, , 2014
6560, Computational methods in chemical engineering with Maple, White+ Ralph E., ©2010
6561, New paths towards quantum gravity, , ©2010
6562, Wellbeing+ freedom and social justice : the capability approach re-examined, Robeyns+ Ingrid, 2017
6563, The republican alternative : the Netherlands and Switzerland compared, , ©2008
6564, Mixtec evangelicals : globalization+ migration+ and religious change in a Oaxacan indigenous group, O'Connor+ Mary I., 2016
6565, Interrupted life : experiences of incarcerated women in the United States, , ©2010
6566, The Scientific American book of love+ sex and the brain : the neuroscience of how+ when+ why+ and who we love, Horstman+ Judith, ©2012
6567, Applied physiology in intensive care medicine, , 2009
6568, E-learning and the science of instruction : proven guidelines for consumers and designers of multimedia learning, Clark+ Ruth Colvin, 2011
6569, The new encyclopedia of Southern culture. Volume 24+ Race, , ©2013
6570, L'idée de l'Europe : au siècle des lumières, , 2017
6571, Oxygen transport to tissue XXXI, , c2010
6572, Historical TV broadcasts : Omnibus with Leonard Bernstein., , 2010
6573, The new encyclopedia of Southern culture. Volume 20+ Social class, , ©2012
6574, RFID security and privacy, Li+ Yingjiu, 2014
6575, Practical handbook of school psychology : effective practices for the 21st century, , ©2010
6576, Poverty : an international glossary, , 2007
6577, Treating addiction : a guide for professionals, Miller+ William R., ©2011
6578, The research journey : introduction to inquiry, Rallis+ Sharon F., 2012
6579, Assessment for intervention : a problem-solving approach, , ©2013
6580, Graphic novels and comics in libraries and archives : essays on readers+ research+ history and cataloging, , ©2010
6581, Handbook of emotion regulation, , 2014
6582, The visual language of comics : introduction to the structure and cognition of sequential images, Cohn+ Neil, 2013
6583, Dropout prevention, Goss+ C. Lee, 2014
6584, The Original Folk and Fairy Tales of the Brothers Grimm : the Complete First Edition., Grimm+ Jacob, 2015
6585, The history of American higher education : learning and culture from the founding to World War II, Geiger+ Roger L., 2015
6586, Genocide+ war crimes+ and the West : history and complicity, , 2004
6587, The other "F" word : how smart leaders+ teams+ and entrepreneurs put failure to work, Danner+ John, 2015
6588, Environmental bioengineering, , 2010
6589, Geological methods in mineral exploration and mining, Marjoribanks+ Roger W., ©2010
6590, Encyclopedia of the world's coastal landforms, , ©2010
6591, Acute neuronal injury : the role of excitotoxic programmed cell death mechanisms, , ©2010
6592, Economic and environmental impact of free trade in East and South East Asia, Mukhopadhyay+ Kakali, ©2010
6593, Introduzione alla genetica forense : Indagini di identificazione personale e di paternita, Tagliabracci+ Adriano, ©2010
6594, Business Communication for Success, , 2015
6595, Principles of Social Psychology, , 2015
6596, American Government, , 2016
6597, Canadian History Pre-Confederation, , 2015
6598, Wellbeing+ Freedom and Social Justice The Capability Approach Re-Examined, , 2017
6599, Supply chain engineering : useful methods and techniques, Dolgui+ A., 2010
6600, Gene therapy for autoimmune and inflammatory diseases, , ©2010
6601, Encyclopedia of gender in media, , ©2012
6602, American heroes, , ©2009
6603, Making knowledge : explorations of the indissoluble relation between mind+ body and environment, , 2010
6604, A little less Arctic : top predators in the world's largest northern inland sea+ Hudson Bay, , ©2010
6605, The Sociology of Gender : an Introduction to Theory and Research., Wharton+ Amy S., 2012
6606, Breast cancer and molecular medicine, , ©2006
6607, Surgery : basic science and clinical evidence, , ©2008
6608, Case studies in global school health promotion : from research to practice, , 2009
6609, Dietary components and immune function, , 2010
6610, Anaesthesia+ pain+ intensive care and emergency - A.P.I.C.E. : proceedings of the 19th Postgraduate Course in Critical Care Medicine+ Trieste+ Italy - November 12-15+ 2004, , ©2005
6611, Urban remote sensing : monitoring+ synthesis and modelling in the urban environment, , 2011
6612, Igniting the power of community : the role of CBOs and NGOs in global public health, , ©2010
6613, Imaging of orthopedic sports injuries, , ©2007
6614, Molecular sensors for cardiovascular homeostasis, , ©2007
6615, Oncology : an evidence-based approach, , ©2006
6616, Chinese fishes, , ©2010
6617, Predictably rational? : in search of defenses for rational behavior in economics, McKenzie+ Richard B., ©2010
6618, Romansy 18 : Robot design+ dynamics and control : proceedings of the eighteenth CISM-IFToMM Symposium, , ©2010
6619, A state space approach to canonical factorization with applications, , ©2010
6620, Handbook of emotions, , ©2008
6621, Core social work : international theory+ values and practice, Blok+ Willem, 2012
6622, The economics of imperfect labor markets, Boeri+ Tito, 2013
6623, Oceanic explorations : Lapita and western Pacific settlement, , ©2007
6624, The folklore muse : poetry+ fiction+ and other reflections by folklorists, folklorists, , ©2008
6625, Ready for takeoff : China's advancing aerospace industry, Cliff+ Roger, ©2011
6626, Eyewitness to discovery : first-person accounts of more than fifty of the world's greatest archaeological discoveries, , 1996
6627, European cinema : face to face with Hollywood, Elsaesser+ Thomas, 2005
6628, First contacts in Polynesia : the Samoan case (1722-1848) : western misunderstanding about sexuality and divinity, Tcherkezoff+ Serge, 2008
6629, Lithics in the land of the lightning brothers : the archaeology of Wardaman Country+ Northern Territory, Clarkson+ Christopher, ©2007
6630, Royal courts in dynastic states and empires : a global perspective, , ©2011
6631, Van Batavia naar Weltevreden : het Bataviaasch Genootschap van Kunsten en Wetenschappen+ 1778-1867, Groot+ Hans, 2009
6632, Putting citizens first : engagement in policy and service delivery for the 21st century, , 2013
6633, The religious identity of young Muslim women in Berlin : an ethnographic study, Bendixsen+ Synnøve K. N., 2013
6634, The ADB's story, , 2013
6635, Contextualising the neolithic occupation of Southern Vietnam : the role of ceramics and potters at An Son, Sarjeant+ Carmen, 2014
6636, Hanghaus 2 in Ephesos : die Wohneinheit 6 : Baubefund+ Ausstattung+ Funde, , 2014
6637, Assessing the implications of allowing transgender personnel to serve openly, Schaefer+ Agnes Gereben, 2016
6638, Hanghaus 2 in Ephesos : die Wohneinheit 7 : Baubefund+ Ausstattung+ Funde, , ©2016
6639, Cities in Asia by and for the people, and for the people, , 2018
6640, Inscriptions in Byzantium and beyond : methods - projects - case studies, , 2015
6641, Folklore in Utah : a history and guide to resources, , ©2004
6642, Along Navajo trails : recollections of a trader+ 1898-1948, Evans+ Will, ©2005
6643, Innovative places in Europe : research clustering+ co-patenting networks and the growth of regions, Christ+ Julian Phillip, ©2012
6644, From election to coup in Fiji : the 2006 campaign and its aftermath, , 2007
6645, In search of a path : an analysis of the foreign policy of Suriname from 1975 to 1991, Janssen+ Roger, 2011
6646, Gender+ ritual and social formation in West Papua : a configurational analysis comparing Kamoro and Asmat, Pouwer+ Jan, 2010
6647, Making a living between crises and ceremonies in Tana Toraja : the practice of everyday life of a South Sulawesi highland community in Indonesia, Jong+ Edwin Bernardus Paulus de, 2013
6648, Western Anatolia before Troy : proto-urbanisation in the 4th millennium BC? : Proceedings of the International Symposium held at the Kunsthistorisches Museum Wien+ Vienna+..., , 2014
6649, Nichtwissen lenken : Nanotechnologie in Europa und den Vereinigten Staaten, Kurath+ Monika Maria, 2016
6650, HR policies and maternal labor supply : the example of employer-supported childcare, Schneider+ Susanne, 2017
